.10000D+00 .26600D+00   13   11   24                                             
.10000D+00 .40000D+01   81                                                       
  18.0   0.000E+00  22.0   0.119E-04  26.0   0.952E-04  30.0   0.279E-03        
  34.0   0.618E-03  38.0   0.116E-02  42.0   0.212E-02  46.0   0.388E-02        
  50.0   0.727E-02  54.0   0.141E-01  58.0   0.282E-01  62.0   0.576E-01        
  66.0   0.105E+00  70.0   0.124E+00  74.0   0.959E-01  78.0   0.683E-01        
  82.0   0.518E-01  86.0   0.422E-01  90.0   0.363E-01  94.0   0.328E-01        
  98.0   0.303E-01 102.0   0.285E-01 106.0   0.264E-01 110.0   0.235E-01        
 114.0   0.197E-01 118.0   0.156E-01 122.0   0.119E-01 126.0   0.874E-02        
 130.0   0.596E-02 134.0   0.380E-02 138.0   0.228E-02 142.0   0.128E-02        
 146.0   0.632E-03 150.0   0.223E-03 154.0   0.179E-05 158.0   0.999E-06        
 162.0   0.408E-06 166.0   0.000E+00 170.0   0.000E+00 174.0   0.000E+00        
 178.0   0.000E+00 182.0   0.000E+00 186.0   0.000E+00 190.0   0.000E+00        
 194.0   0.000E+00 198.0   0.000E+00 202.0   0.000E+00 206.0   0.000E+00        
 210.0   0.000E+00 214.0   0.000E+00 218.0   0.000E+00 222.0   0.000E+00        
 226.0   0.000E+00 230.0   0.000E+00 234.0   0.000E+00 238.0   0.000E+00        
 242.0   0.000E+00 246.0   0.000E+00 250.0   0.000E+00 254.0   0.000E+00        
 258.0   0.000E+00 262.0   0.000E+00 266.0   0.000E+00 270.0   0.000E+00        
 274.0   0.000E+00 278.0   0.000E+00 282.0   0.000E+00 286.0   0.000E+00        
 290.0   0.000E+00 294.0   0.000E+00 298.0   0.000E+00 302.0   0.000E+00        
 306.0   0.000E+00 310.0   0.000E+00 314.0   0.000E+00 318.0   0.000E+00        
 322.0   0.000E+00 326.0   0.000E+00 330.0   0.000E+00 334.0   0.000E+00        
 338.0   0.000E+00                                                              
.20000D+00 .40000D+01   81                                                       
