    0.07504  0.2677  0.4362 -0.0123  0.0787 -0.0104  0.2546  0.0576  0.1333  0.1800  0.1817 -0.0124 -0.2612  0.3947 -0.1847  0.9634  0.0433  0.2612
    0.11617  0.1490  0.3530 -0.0234  0.0825 -0.0175  0.2510  0.7684  0.1349  0.0776  0.0801 -0.0090 -0.2615  0.2553  0.0837  0.5833  0.0426  0.2615
    0.14955  0.0940  0.2335 -0.0292  0.0775 -0.0193  0.2099  0.9564  0.1220  0.0322  0.0346 -0.0049 -0.2334  0.1916  0.1710  0.1719  0.0376  0.2334
    0.17576  0.0621  0.1286 -0.0329  0.0728 -0.0193  0.1652  0.9630  0.1101  0.0050  0.0070 -0.0014 -0.2075  0.1569  0.1955 -0.1676  0.0332  0.2075
    0.19524  0.0427  0.0382 -0.0351  0.0688 -0.0183  0.1204  0.8744  0.0998 -0.0147 -0.0131  0.0013 -0.1850  0.1389  0.1873 -0.4467  0.0295  0.1850
    0.20829  0.0320 -0.0399 -0.0357  0.0652 -0.0166  0.0764  0.7179  0.0906 -0.0309 -0.0297  0.0036 -0.1648  0.1335  0.1568 -0.6752  0.0264  0.1648
    0.21513  0.0288 -0.1058 -0.0344  0.0613 -0.0143  0.0341  0.4987  0.0817 -0.0458 -0.0450  0.0053 -0.1454  0.1394  0.1067 -0.8537  0.0235  0.1454
    0.21625  0.0312 -0.1458 -0.0319  0.0577 -0.0122  0.0044  0.2892  0.0745 -0.0571 -0.0565  0.0062 -0.1304  0.1516  0.0559 -0.9477  0.0212  0.1304
    0.21511  0.0354 -0.1664 -0.0291  0.0547 -0.0105 -0.0136  0.1242  0.0691 -0.0649 -0.0645  0.0066 -0.1195  0.1638  0.0147 -0.9845  0.0196  0.1195
    0.21246  0.0418 -0.1800 -0.0254  0.0508 -0.0087 -0.0293 -0.0649  0.0629 -0.0732 -0.0729  0.0067 -0.1074  0.1797 -0.0332 -0.9917  0.0178  0.1074
    0.20830  0.0508 -0.1834 -0.0204  0.0455 -0.0066 -0.0412 -0.2827  0.0551 -0.0822 -0.0820  0.0065 -0.0930  0.1999 -0.0890 -0.9544  0.0155  0.0930
    0.20419  0.0595 -0.1751 -0.0156  0.0400 -0.0048 -0.0460 -0.4686  0.0476 -0.0895 -0.0894  0.0060 -0.0795  0.2184 -0.1370 -0.8797  0.0134  0.0795
    0.20181  0.0645 -0.1656 -0.0128  0.0363 -0.0039 -0.0463 -0.5699  0.0430 -0.0934 -0.0933  0.0056 -0.0714  0.2288 -0.1633 -0.8185  0.0121  0.0714
    0.20011  0.0682 -0.1563 -0.0108  0.0334 -0.0032 -0.0454 -0.6409  0.0393 -0.0961 -0.0960  0.0052 -0.0651  0.2363 -0.1817 -0.7647  0.0110  0.0651
    0.19850  0.0717 -0.1452 -0.0089  0.0304 -0.0026 -0.0435 -0.7074  0.0356 -0.0986 -0.0985  0.0048 -0.0587  0.2433 -0.1990 -0.7043  0.0100  0.0587
    0.19700  0.0749 -0.1324 -0.0071  0.0272 -0.0021 -0.0408 -0.7686  0.0317 -0.1009 -0.1008  0.0044 -0.0522  0.2499 -0.2149 -0.6376  0.0089  0.0522
