    0.27246  0.2654 -0.5608  0.2496  0.0278 -0.0232 -0.2859  0.7452  0.0725 -0.0612 -0.0540  0.0322 -0.1553  0.3317  0.1145 -0.5979  0.0227  0.1553
    0.30154  0.2817 -0.5737  0.1888  0.0199 -0.0179 -0.1936  0.3297  0.0601 -0.0677 -0.0596  0.0308 -0.1167  0.4293 -0.0372 -0.9174  0.0195  0.1167
    0.31734  0.2792 -0.5363  0.1362  0.0146 -0.0130 -0.1276 -0.0318  0.0498 -0.0693 -0.0621  0.0277 -0.0903  0.4678 -0.1586 -0.9859  0.0162  0.0903
    0.32764  0.2693 -0.4670  0.0895  0.0104 -0.0087 -0.0778 -0.3566  0.0398 -0.0691 -0.0637  0.0234 -0.0682  0.4834 -0.2662 -0.9274  0.0128  0.0682
    0.33439  0.2563 -0.3680  0.0498  0.0069 -0.0049 -0.0418 -0.6382  0.0294 -0.0682 -0.0649  0.0180 -0.0482  0.4867 -0.3595 -0.7667  0.0093  0.0482
    0.33890  0.2423 -0.2171  0.0159  0.0035 -0.0016 -0.0158 -0.8836  0.0165 -0.0670 -0.0658  0.0104 -0.0260  0.4833 -0.4411 -0.4673  0.0051  0.0260
    0.65871  0.1533 -0.3695  0.0783  0.0634 -0.0567 -0.2418  0.8851  0.0840 -0.0532 -0.0363  0.0246 -0.1313  0.2695  0.1569 -0.4354  0.0288  0.1313
    0.68082  0.1808 -0.4291  0.0543  0.0516 -0.0453 -0.1865  0.5419  0.0702 -0.0670 -0.0455  0.0330 -0.0858  0.3572  0.0464 -0.8328  0.0243  0.0858
    0.67948  0.1898 -0.4344  0.0359  0.0415 -0.0341 -0.1375  0.1877  0.0589 -0.0706 -0.0504  0.0347 -0.0576  0.3960 -0.0598 -0.9791  0.0196  0.0576
    0.66863  0.1907 -0.4037  0.0215  0.0320 -0.0234 -0.0949 -0.1693  0.0478 -0.0703 -0.0543  0.0327 -0.0370  0.4141 -0.1661 -0.9843  0.0149  0.0370
