 49 100
  10.  1.  0.  0. 10 2
  10.  3.  0.  0. 10 2
  10.  5.  0.  0. 10 2
  10.  7.  0.  0. 10 2
  10.  9.  0.  0. 10 2
  10.  11.  0.000237860528  0.000237860528 10 2
  10.  13.  0.000495081244  0.000495081244 10 2
  10.  15.  0.00148753019  0.00148753019 10 2
  10.  17.  0.00323868776  0.00323868776 10 2
  10.  19.  0.00102970353  0.00102970353 10 2
  10.  21.  0.000400772755  0.000400772755 10 2
  10.  23.  0.00022350582  0.00022350582 10 2
  10.  25.  0.000156136419  0.000156136419 10 2
  10.  27.  0.000127499647  0.000127499647 10 2
  10.  29.  0.000116915398  0.000116915398 10 2
  10.  31.  0.000116874806  0.000116874806 10 2
  10.  33.  0.000124554979  0.000124554979 10 2
  10.  35.  0.000139016847  0.000139016847 10 2
  10.  37.  0.000160210606  0.000160210606 10 2
  10.  39.  0.000189021433  0.000189021433 10 2
  10.  41.  0.000227259428  0.000227259428 10 2
  10.  43.  0.000276091334  0.000276091334 10 2
  10.  45.  0.000333067321  0.000333067321 10 2
  10.  47.  0.000388352346  0.000388352346 10 2
  10.  49.  0.000423834921  0.000423834921 10 2
  10.  51.  0.000422705081  0.000422705081 10 2
  10.  53.  0.000384889048  0.000384889048 10 2
  10.  55.  0.000327044399  0.000327044399 10 2
  10.  57.  0.0002671291  0.0002671291 10 2
  10.  59.  0.00021487553  0.00021487553 10 2
  10.  61.  0.000172814631  0.000172814631 10 2
  10.  63.  0.000140070886  0.000140070886 10 2
  10.  65.  0.000114815615  0.000114815615 10 2
  10.  67.  9.5279458E-05  9.5279458E-05 10 2
  10.  69.  8.00343551E-05  8.00343551E-05 10 2
  10.  71.  6.8002817E-05  6.8002817E-05 10 2
  10.  73.  5.8392121E-05  5.8392121E-05 10 2
  10.  75.  5.06226243E-05  5.06226243E-05 10 2
  10.  77.  4.42691889E-05  4.42691889E-05 10 2
  10.  79.  3.90175883E-05  3.90175883E-05 10 2
  10.  81.  3.46332054E-05  3.46332054E-05 10 2
  10.  83.  3.0938998E-05  3.0938998E-05 10 2
  10.  85.  2.77998297E-05  2.77998297E-05 10 2
  10.  87.  2.51114434E-05  2.51114434E-05 10 2
  10.  89.  2.27925429E-05  2.27925429E-05 10 2
  10.  91.  2.07790999E-05  2.07790999E-05 10 2
  10.  93.  1.9020199E-05  1.9020199E-05 10 2
  10.  95.  1.74749912E-05  1.74749912E-05 10 2
  10.  97.  1.61104326E-05  1.61104326E-05 10 2
  10.  99.  1.48995632E-05  1.48995632E-05 10 2
  10.  101.  1.38202449E-05  1.38202449E-05 10 2
  10.  103.  1.28541551E-05  1.28541551E-05 10 2
  10.  105.  1.19860379E-05  1.19860379E-05 10 2
  10.  107.  1.12031084E-05  1.12031084E-05 10 2
  10.  109.  1.04945966E-05  1.04945966E-05 10 2
  10.  111.  9.85137194E-06  9.85137194E-06 10 2
  10.  113.  9.26565917E-06  9.26565917E-06 10 2
  10.  115.  8.73080444E-06  8.73080444E-06 10 2
  10.  117.  8.24108702E-06  8.24108702E-06 10 2
  10.  119.  7.79156653E-06  7.79156653E-06 10 2
  10.  121.  7.37795835E-06  7.37795835E-06 10 2
  10.  123.  6.99653492E-06  6.99653492E-06 10 2
  10.  125.  6.64403888E-06  6.64403888E-06 10 2
  10.  127.  6.31761441E-06  6.31761441E-06 10 2
  10.  129.  6.01474949E-06  6.01474949E-06 10 2
  10.  131.  5.73322677E-06  5.73322677E-06 10 2
  10.  133.  5.47108493E-06  5.47108493E-06 10 2
  10.  135.  5.22658183E-06  5.22658183E-06 10 2
  10.  137.  4.9981677E-06  4.9981677E-06 10 2
