    0.57139  0.1094 -0.0913 -0.0651 -0.0109  0.0003  0.2593 -0.8381  0.0108 -0.0080 -0.0117  0.0095  0.0194  0.2213 -0.3061  0.5412 -0.0036 -0.0194
    0.63215  0.0838 -0.1667 -0.1536 -0.0148  0.0006  0.3103 -0.6232  0.0166  0.0024 -0.0064  0.0135  0.0269  0.0011 -0.2071  0.7663 -0.0042 -0.0269
    0.67577  0.0829 -0.2256 -0.2060 -0.0151  0.0007  0.2696 -0.4996  0.0196  0.0104 -0.0017  0.0146  0.0284 -0.1637 -0.1206  0.8409 -0.0035 -0.0284
    0.70432  0.1037 -0.2785 -0.2347 -0.0140  0.0007  0.1987 -0.4345  0.0215  0.0170  0.0030  0.0147  0.0279 -0.2965 -0.0360  0.8691 -0.0022 -0.0279
    0.71953  0.1467 -0.3274 -0.2454 -0.0122  0.0005  0.1153 -0.4122  0.0229  0.0226  0.0077  0.0141  0.0263 -0.4108  0.0542  0.8770 -0.0007 -0.0263
    0.72286  0.2151 -0.3716 -0.2406 -0.0099  0.0002  0.0277 -0.4258  0.0237  0.0276  0.0128  0.0131  0.0240 -0.5151  0.1567  0.8719  0.0008 -0.0240
    0.71566  0.3145 -0.4077 -0.2207 -0.0073 -0.0001 -0.0581 -0.4740  0.0239  0.0321  0.0184  0.0116  0.0212 -0.6160  0.2792  0.8521  0.0024 -0.0212
    0.70412  0.4143 -0.4248 -0.1953 -0.0053 -0.0003 -0.1166 -0.5344  0.0234  0.0352  0.0231  0.0102  0.0188 -0.6931  0.3896  0.8221  0.0034 -0.0188
    0.69380  0.4956 -0.4281 -0.1728 -0.0039 -0.0004 -0.1500 -0.5878  0.0227  0.0372  0.0265  0.0091  0.0169 -0.7466  0.4748  0.7902  0.0040 -0.0169
    0.68159  0.5909 -0.4210 -0.1454 -0.0026 -0.0005 -0.1759 -0.6529  0.0215  0.0391  0.0301  0.0079  0.0148 -0.8028  0.5713  0.7432  0.0044 -0.0148
    0.66766  0.7026 -0.3971 -0.1123 -0.0013 -0.0005 -0.1897 -0.7313  0.0195  0.0410  0.0341  0.0065  0.0124 -0.8625  0.6814  0.6726  0.0046 -0.0124
    0.65622  0.7986 -0.3612 -0.0834 -0.0005 -0.0004 -0.1870 -0.8001  0.0172  0.0424  0.0373  0.0052  0.0103 -0.9103  0.7745  0.5939  0.0044 -0.0103
    0.65021  0.8511 -0.3339 -0.0675 -0.0002 -0.0004 -0.1792 -0.8381  0.0156  0.0431  0.0390  0.0046  0.0090 -0.9353  0.8248  0.5413  0.0042 -0.0090
    0.64611  0.8879 -0.3106 -0.0564  0.0000 -0.0003 -0.1704 -0.8647  0.0144  0.0435  0.0401  0.0041  0.0082 -0.9524  0.8599  0.4990  0.0039 -0.0082
    0.64235  0.9222 -0.2850 -0.0459  0.0002 -0.0003 -0.1594 -0.8898  0.0131  0.0439  0.0411  0.0036  0.0073 -0.9681  0.8926  0.4541  0.0037 -0.0073
    0.63896  0.9538 -0.2571 -0.0363  0.0003 -0.0002 -0.1461 -0.9128  0.0117  0.0443  0.0421  0.0031  0.0064 -0.9824  0.9226  0.4067  0.0033 -0.0064
    0.63639  0.9782 -0.2318 -0.0289  0.0003 -0.0002 -0.1333 -0.9306  0.0105  0.0446  0.0428  0.0027  0.0056 -0.9933  0.9456  0.3648  0.0030 -0.0056
    0.63467  0.9947 -0.2121 -0.0238  0.0003 -0.0002 -0.1229 -0.9428  0.0096  0.0447  0.0433  0.0025  0.0051 -1.0007  0.9613  0.3325  0.0028 -0.0051
    0.63293  1.0115 -0.1892 -0.0187  0.0003 -0.0001 -0.1104 -0.9551  0.0085  0.0449  0.0438  0.0022  0.0045 -1.0081  0.9772  0.2956  0.0025 -0.0045
    0.63119  1.0286 -0.1617 -0.0134  0.0003 -0.0001 -0.0951 -0.9677  0.0072  0.0451  0.0443  0.0018  0.0038 -1.0156  0.9933  0.2518  0.0021 -0.0038
    0.62943  1.0460 -0.1267 -0.0081  0.0003 -0.0001 -0.0750 -0.9804  0.0056  0.0453  0.0448  0.0014  0.0029 -1.0232  1.0097  0.1966  0.0017 -0.0029
    0.62811  1.0592 -0.0904 -0.0041  0.0002 -0.0000 -0.0538 -0.9902  0.0040  0.0454  0.0452  0.0010  0.0021 -1.0289  1.0221  0.1399  0.0012 -0.0021
    0.62723  1.0681 -0.0525 -0.0014  0.0001 -0.0000 -0.0313 -0.9967  0.0023  0.0455  0.0454  0.0006  0.0012 -1.0327  1.0304  0.0811  0.0007 -0.0012
    0.88308  0.1631 -0.0498 -0.0975 -0.0223  0.0015  0.3246 -0.7309  0.0158 -0.0039 -0.0179  0.0094  0.0087  0.2700 -0.3797  0.6754 -0.0113 -0.0087
    1.01391  0.1094 -0.1117 -0.2196 -0.0263  0.0033  0.3635 -0.4011  0.0241  0.0175 -0.0155  0.0124  0.0077  0.0104 -0.2685  0.8893 -0.0124 -0.0077
    1.09953  0.0908 -0.1712 -0.2880 -0.0226  0.0042  0.2956 -0.2200  0.0290  0.0318 -0.0129  0.0125  0.0030 -0.1673 -0.1852  0.9320 -0.0095 -0.0030
    1.14537  0.0998 -0.2319 -0.3257 -0.0161  0.0044  0.1957 -0.1204  0.0332  0.0419 -0.0101  0.0117 -0.0030 -0.3033 -0.1106  0.9377 -0.0051  0.0030
    1.15557  0.1367 -0.2957 -0.3422 -0.0082  0.0042  0.0814 -0.0748  0.0372  0.0489 -0.0067  0.0101 -0.0098 -0.4177 -0.0331  0.9365  0.0000  0.0098
    1.13343  0.2078 -0.3632 -0.3411  0.0008  0.0035 -0.0413 -0.0729  0.0412  0.0533 -0.0028  0.0080 -0.0171 -0.5234  0.0580  0.9370  0.0056  0.0171
    1.08169  0.3258 -0.4336 -0.3224  0.0105  0.0025 -0.1684 -0.1156  0.0450  0.0551  0.0020  0.0052 -0.0248 -0.6316  0.1759  0.9392  0.0114  0.0248
    1.02491  0.4591 -0.4852 -0.2947  0.0178  0.0015 -0.2629 -0.1835  0.0474  0.0547  0.0063  0.0027 -0.0305 -0.7220  0.2940  0.9373  0.0156  0.0305
    0.97907  0.5783 -0.5156 -0.2680  0.0225  0.0008 -0.3219 -0.2512  0.0484  0.0534  0.0097  0.0008 -0.0339 -0.7909  0.3943  0.9295  0.0182  0.0339
    0.92720  0.7305 -0.5378 -0.2331  0.0266  0.0002 -0.3729 -0.3426  0.0486  0.0511  0.0135 -0.0012 -0.0366 -0.8703  0.5187  0.9094  0.0203  0.0366
    0.86966  0.9270 -0.5421 -0.1875  0.0294 -0.0003 -0.4071 -0.4654  0.0472  0.0477  0.0179 -0.0032 -0.0380 -0.9649  0.6763  0.8642  0.0215  0.0380
    0.82303  1.1131 -0.5212 -0.1444  0.0299 -0.0006 -0.4102 -0.5846  0.0441  0.0443  0.0217 -0.0044 -0.0371 -1.0496  0.8240  0.7975  0.0212  0.0371
    0.79867  1.2218 -0.4965 -0.1192  0.0291 -0.0006 -0.3987 -0.6553  0.0414  0.0423  0.0237 -0.0049 -0.0356 -1.0977  0.9099  0.7451  0.0205  0.0356
    0.78207  1.3011 -0.4717 -0.1009  0.0280 -0.0006 -0.3835 -0.7072  0.0390  0.0408  0.0252 -0.0050 -0.0339 -1.1323  0.9724  0.6989  0.0195  0.0339
    0.76688  1.3775 -0.4413 -0.0833  0.0265 -0.0006 -0.3625 -0.7576  0.0361  0.0393  0.0265 -0.0050 -0.0318 -1.1653  1.0327  0.6466  0.0184  0.0318
    0.75320  1.4500 -0.4053 -0.0667  0.0246 -0.0005 -0.3359 -0.8055  0.0329  0.0379  0.0277 -0.0049 -0.0293 -1.1963  1.0897  0.5882  0.0169  0.0293
    0.74283  1.5072 -0.3705 -0.0535  0.0227 -0.0004 -0.3089 -0.8435  0.0299  0.0368  0.0287 -0.0047 -0.0268 -1.2207  1.1348  0.5338  0.0155  0.0268
    0.73586  1.5469 -0.3422 -0.0445  0.0210 -0.0004 -0.2864 -0.8698  0.0275  0.0361  0.0293 -0.0044 -0.0248 -1.2375  1.1661  0.4907  0.0144  0.0248
    0.72885  1.5878 -0.3081 -0.0351  0.0190 -0.0003 -0.2589 -0.8971  0.0247  0.0353  0.0300 -0.0041 -0.0224 -1.2548  1.1983  0.4398  0.0129  0.0224
    0.72181  1.6300 -0.2660 -0.0254  0.0165 -0.0002 -0.2243 -0.9253  0.0212  0.0345  0.0307 -0.0036 -0.0193 -1.2726  1.2315  0.3779  0.0112  0.0193
    0.71472  1.6736 -0.2104 -0.0155  0.0131 -0.0001 -0.1782 -0.9544  0.0167  0.0337  0.0314 -0.0029 -0.0153 -1.2909  1.2658  0.2976  0.0089  0.0153
